groupname,level,glottocode,domain,basic,combo_name,sign,scholarly,langname,convergence,convergence_set,zeta,words
North Saami,single,nort2671,noun,1,reindeercombo,positive,1,North Saami,converged,converged,69.096398193292,"caribou, reindeer"
Saami,group,nort2671,noun,1,reindeercombo,positive,1,North Saami,converged,converged,69.096398193292,"caribou, reindeer"
Kalam,single,kala1397,noun,0,terrestrialmammalscombo,positive,1,Kalam,converged,converged,47.97587093585314,mammal
Eskimo-Aleut,group,east2534,noun,1,snowcombo,positive,1,Eastern Canadian Inuktitut,converged,converged,47.57795496294669,"snow, snowfall"
Dalabon,single,ngal1292,noun,1,kangaroocombo,positive,1,Ngalkbun,converged,converged,45.085920876652565,kangaroo
Yana,single,yana1271,noun,1,acorncombo,positive,1,Yana,converged,converged,42.93788913009321,acorn
Marshallese,single,mars1254,noun,1,pandanuscombo,positive,1,Marshallese,converged,converged,38.860679048691566,"pandanus, pandani"
Australian languages,group,ngaa1240,noun,1,emuscombo,positive,1,Ngaanyatjarra,converged,converged,37.93307488050274,emu
Eskimo-Aleut,group,cent2128,noun,1,snowcombo,positive,1,Central Siberian Yupik,converged,converged,29.766247889778775,"snow, snowfall"
Australian languages,group,ngal1292,noun,1,emuscombo,positive,1,Ngalkbun,converged,converged,29.496391140652914,emu
North Saami,single,nort2671,noun,1,snowcombo,positive,1,North Saami,converged,converged,28.399869791958974,"snow, snowfall"
Saami,group,nort2671,noun,1,snowcombo,positive,1,North Saami,converged,converged,28.399869791958974,"snow, snowfall"
Asian,group,cent2292,noun,1,ricecombo,positive,1,Central Bontoc,converged,converged,26.378051086584644,rice
East and southeast asian,group,cent2292,noun,1,ricecombo,positive,1,Central Bontoc,converged,converged,26.378051086584644,rice
Asian,group,bata1298,noun,1,ricecombo,positive,1,Batad Ifugao,converged,converged,26.29515984081672,rice
East and southeast asian,group,bata1298,noun,1,ricecombo,positive,1,Batad Ifugao,converged,converged,26.29515984081672,rice
Aneityum,single,anei1239,noun,1,tarocombo,positive,1,Aneityum,converged,converged,26.197323322941283,"taro, cocoyam, dasheen, eddo"
Inuktitut,group,east2534,noun,1,icecombo,positive,1,Eastern Canadian Inuktitut,converged,converged,25.89381070493226,ice
Eskimo-Aleut,group,east2534,noun,1,icecombo,positive,1,Eastern Canadian Inuktitut,converged,converged,25.89381070493226,ice
Asian,group,tbol1240,noun,1,ricecombo,positive,1,Tboli,converged,converged,25.77167988877795,rice
East and southeast asian,group,tbol1240,noun,1,ricecombo,positive,1,Tboli,converged,converged,25.77167988877795,rice
Yupik,group,cent2128,noun,1,icecombo,positive,1,Central Siberian Yupik,converged,converged,25.59886129560798,ice
Eskimo-Aleut,group,cent2128,noun,1,icecombo,positive,1,Central Siberian Yupik,converged,converged,25.59886129560798,ice
Asian,group,yaka1277,noun,1,ricecombo,positive,1,Yakan,converged,converged,24.325665342128822,rice
East and southeast asian,group,yaka1277,noun,1,ricecombo,positive,1,Yakan,converged,converged,24.325665342128822,rice
Polynesian,group,taku1257,noun,1,tarocombo,positive,1,Takuu,converged,converged,23.938811399404557,"taro, cocoyam, dasheen, eddo"
Australian languages,group,yiry1245,noun,1,emuscombo,positive,1,Yir-Yoront,converged,converged,23.65221100904374,emu
Australian languages,group,nung1290,noun,1,emuscombo,positive,1,Wubuy,converged,converged,22.840758049262316,emu
Asian,group,newa1246,noun,1,ricecombo,positive,1,Kathmandu Valley Newari,converged,converged,22.094014977817118,rice
Asian,group,hmon1333,noun,1,ricecombo,positive,1,Hmong Daw,converged,converged,21.87047829404457,rice
East and southeast asian,group,hmon1333,noun,1,ricecombo,positive,1,Hmong Daw,converged,converged,21.87047829404457,rice
Polynesian,group,tiko1237,noun,1,tarocombo,positive,1,Tikopia,converged,converged,21.843685074549313,"taro, cocoyam, dasheen, eddo"
Marshallese,single,mars1254,noun,1,coconutcombo,positive,1,Marshallese,converged,converged,21.613306811351503,"coconut, cocoanut"
Oceanic languages,group,mars1254,noun,1,coconutcombo,positive,1,Marshallese,converged,converged,21.613306811351503,"coconut, cocoanut"
Asian,group,casi1235,noun,1,ricecombo,positive,1,Casiguran-Nagtipunan Agta,converged,converged,21.5683853280486,rice
East and southeast asian,group,casi1235,noun,1,ricecombo,positive,1,Casiguran-Nagtipunan Agta,converged,converged,21.5683853280486,rice
Polynesian,group,samo1305,noun,1,tarocombo,positive,1,Samoan,converged,converged,21.198970797305282,"taro, cocoyam, dasheen, eddo"
Australian languages,group,yank1247,noun,1,emuscombo,positive,1,Yankunytjatjara,converged,converged,21.14427116227161,emu
Asian,group,bara1370,noun,1,ricecombo,positive,1,Baram Kayan,converged,converged,20.93298652064405,rice
East and southeast asian,group,bara1370,noun,1,ricecombo,positive,1,Baram Kayan,converged,converged,20.93298652064405,rice
Oceanic languages,group,toke1240,noun,1,coconutcombo,positive,1,Tokelau,converged,converged,20.58917435647718,"coconut, cocoanut"
Polynesian,group,raro1241,noun,1,tarocombo,positive,1,Southern Cook Island Maori,converged,converged,20.504518361601335,"taro, cocoyam, dasheen, eddo"
Asian,group,hmon1264,noun,1,ricecombo,positive,1,Hmong Njua,converged,converged,20.435100259970774,rice
East and southeast asian,group,hmon1264,noun,1,ricecombo,positive,1,Hmong Njua,converged,converged,20.435100259970774,rice
Asian,group,iban1264,noun,1,ricecombo,positive,1,Iban,converged,converged,20.34240979771699,rice
East and southeast asian,group,iban1264,noun,1,ricecombo,positive,1,Iban,converged,converged,20.34240979771699,rice
Oceanic languages,group,yape1248,noun,1,coconutcombo,positive,1,Yapese,converged,converged,20.22777021059814,"coconut, cocoanut"
Oceanic languages,group,pulu1242,noun,1,coconutcombo,positive,1,Puluwatese,converged,converged,20.0104694381787,"coconut, cocoanut"
Australian languages,group,mudb1240,noun,1,emuscombo,positive,1,Mudburra,converged,converged,19.65981107522185,emu
Asian,group,akha1245,noun,1,ricecombo,positive,1,Akha,converged,converged,19.635930441549966,rice
East and southeast asian,group,akha1245,noun,1,ricecombo,positive,1,Akha,converged,converged,19.635930441549966,rice
Kalam,single,kala1397,noun,1,frogcombo,positive,1,Kalam,converged,converged,19.538683205989134,"frog, toad, anuran, batrachian, salientian"
Mayan,group,tzot1259,noun,1,corncombo,positive,1,Tzotzil,converged,converged,19.525592705235983,"corn, maize"
Oceanic languages,group,taku1257,noun,1,coconutcombo,positive,1,Takuu,converged,converged,19.516836423738535,"coconut, cocoanut"
Marshallese,single,mars1254,noun,1,breadfruitcombo,positive,1,Marshallese,converged,converged,19.50525002605279,breadfruit
Polynesian,group,niue1239,noun,1,tarocombo,positive,1,Niuean,converged,converged,19.187010054746615,"taro, cocoyam, dasheen, eddo"
Oceanic languages,group,tiko1237,noun,1,coconutcombo,positive,1,Tikopia,converged,converged,18.278958458269102,"coconut, cocoanut"
Asian,group,lund1271,noun,1,ricecombo,positive,1,Lundayeh,converged,converged,18.24247285807866,rice
East and southeast asian,group,lund1271,noun,1,ricecombo,positive,1,Lundayeh,converged,converged,18.24247285807866,rice
Asian,group,monn1252,noun,1,ricecombo,positive,1,Mon,converged,converged,18.190922161420257,rice
East and southeast asian,group,monn1252,noun,1,ricecombo,positive,1,Mon,converged,converged,18.190922161420257,rice
Asian,group,muna1247,noun,1,ricecombo,positive,1,Muna,converged,converged,18.03615747522797,rice
East and southeast asian,group,muna1247,noun,1,ricecombo,positive,1,Muna,converged,converged,18.03615747522797,rice
Oceanic languages,group,chuu1238,noun,1,coconutcombo,positive,1,Chuukese,converged,converged,17.981850880997964,"coconut, cocoanut"
Oceanic languages,group,niue1239,noun,1,coconutcombo,positive,1,Niuean,converged,converged,17.955071364740043,"coconut, cocoanut"
Asian,group,misi1242,noun,1,ricecombo,positive,1,Mising-Padam-Miri-Minyong,converged,converged,17.940242268993376,rice
Asian,group,magu1243,noun,1,ricecombo,positive,1,Maguindanao,converged,converged,17.832474303559838,rice
East and southeast asian,group,magu1243,noun,1,ricecombo,positive,1,Maguindanao,converged,converged,17.832474303559838,rice
Ponapean,single,pohn1238,noun,1,yamcombo,positive,1,Pohnpeian,converged,converged,17.80325877990949,yam
Oceanic languages,group,paam1238,noun,1,coconutcombo,positive,1,Paama,converged,converged,17.601298835433955,"coconut, cocoanut"
Oceanic languages,group,surs1246,noun,1,coconutcombo,positive,1,Sursurunga,converged,converged,17.404263077408817,"coconut, cocoanut"
Australian languages,group,warl1254,noun,1,emuscombo,positive,1,Warlpiri,converged,converged,17.130230146830044,emu
Oceanic languages,group,vure1239,noun,1,coconutcombo,positive,1,Vurës,converged,converged,17.041738089254107,"coconut, cocoanut"
Oceanic,group,tuam1242,noun,1,windcombo,positive,1,Tuamotuan,converged,converged,16.98613020583202,wind
Eskimo-Aleut,group,aleu1260,noun,1,snowcombo,positive,1,Aleut,converged,converged,16.77726481083493,"snow, snowfall"
Oceanic languages,group,wole1240,noun,1,coconutcombo,positive,1,Woleaian,converged,converged,16.719258403512267,"coconut, cocoanut"
Asian,group,mara1404,noun,1,ricecombo,positive,1,Maranao,converged,converged,16.688389258836168,rice
East and southeast asian,group,mara1404,noun,1,ricecombo,positive,1,Maranao,converged,converged,16.688389258836168,rice
Tuvaluan,single,tuva1244,noun,1,coconutcombo,positive,1,Tuvalu,converged,converged,16.676454576900653,"coconut, cocoanut"
Oceanic languages,group,tuva1244,noun,1,coconutcombo,positive,1,Tuvalu,converged,converged,16.676454576900653,"coconut, cocoanut"
Australian languages,group,pint1250,noun,1,emuscombo,positive,1,Pintupi-Luritja,converged,converged,16.585591776736482,emu
Polynesian,group,raro1241,noun,1,bananacombo,positive,1,Southern Cook Island Maori,converged,converged,16.455372789979656,banana
Dinka,group,sout2832,noun,1,cattlecombo,positive,1,Southwestern Dinka,converged,converged,16.398651943371043,"cattle, cow, ox, kine, oxen"
Oceanic languages,group,ayiw1239,noun,1,coconutcombo,positive,1,Äiwoo,converged,converged,16.254834093002394,"coconut, cocoanut"
Oceanic languages,group,tuam1242,noun,1,coconutcombo,positive,1,Tuamotuan,converged,converged,16.163578072488626,"coconut, cocoanut"
Oceanic languages,group,toab1237,"noun, verb",0,gardeningcombo,positive,1,To'abaita,converged,converged,16.122591136830124,"garden, gardening, gardener, floriculture"
Oceanic languages,group,urip1240,noun,1,coconutcombo,positive,1,Uripiv,converged,converged,15.883139467727036,"coconut, cocoanut"
Asian,group,besi1244,noun,1,ricecombo,positive,1,Besisi,converged,converged,15.876910152240821,rice
East and southeast asian,group,besi1244,noun,1,ricecombo,positive,1,Besisi,converged,converged,15.876910152240821,rice
Asian,group,biat1246,noun,1,ricecombo,positive,1,Biatah Bidayuh,converged,converged,15.775326226391034,rice
East and southeast asian,group,biat1246,noun,1,ricecombo,positive,1,Biatah Bidayuh,converged,converged,15.775326226391034,rice
Kalam,single,kala1397,s,0,birdcombo,positive,1,Kalam,converged,converged,15.744970839540997,bird
Papua New Guinea,group,kala1397,noun,0,birdcombo,positive,1,Kalam,converged,converged,15.744970839540997,bird
Oceanic languages,group,rotu1241,noun,1,coconutcombo,positive,1,Rotuman,converged,converged,15.523560447432898,"coconut, cocoanut"
Oceanic,group,tahi1242,noun,1,windcombo,positive,1,Tahitian,converged,converged,15.519770973900835,wind
Oceanic languages,group,aros1241,noun,1,coconutcombo,positive,1,Arosi,converged,converged,15.344448890484117,"coconut, cocoanut"
Oceanic languages,group,raro1241,noun,1,coconutcombo,positive,1,Southern Cook Island Maori,converged,converged,15.294648507985222,"coconut, cocoanut"
Oceanic languages,group,tahi1242,noun,1,coconutcombo,positive,1,Tahitian,converged,converged,15.12099324694788,"coconut, cocoanut"
Oceanic languages,group,yabe1254,noun,1,coconutcombo,positive,1,Yabem,converged,converged,15.046882078893153,"coconut, cocoanut"
Asian,group,nung1283,noun,1,ricecombo,positive,1,Nung,converged,converged,15.044916544535848,rice
East and southeast asian,group,nung1283,noun,1,ricecombo,positive,1,Nung,converged,converged,15.044916544535848,rice
Polynesian,group,samo1305,noun,1,bananacombo,positive,1,Samoan,converged,converged,15.015431898354066,banana
Australian languages,group,bard1255,noun,1,sandcombo,positive,1,Bardi,converged,converged,14.86412753579151,sand
Oceanic languages,group,gela1263,noun,1,coconutcombo,positive,1,Gela,converged,converged,14.749926982227699,"coconut, cocoanut"
Oceanic languages,group,lonw1238,noun,1,coconutcombo,positive,1,Lonwolwol,converged,converged,14.72592955112158,"coconut, cocoanut"
Oceanic languages,group,pohn1238,noun,1,coconutcombo,positive,1,Pohnpeian,converged,converged,14.670323392419723,"coconut, cocoanut"
Oceanic languages,group,caro1242,noun,1,coconutcombo,positive,1,Carolinian,converged,converged,14.631372987343164,"coconut, cocoanut"
Oceanic languages,group,toab1237,noun,1,coconutcombo,positive,1,To'abaita,converged,converged,14.44969711077924,"coconut, cocoanut"
Oceanic languages,group,aros1241,"noun, verb",0,gardeningcombo,positive,1,Arosi,converged,converged,14.418224091632995,"garden, gardening, gardener, floriculture"
North Saami,single,nort2671,noun,1,icecombo,positive,1,North Saami,converged,converged,14.389809471192791,ice
Saami,group,nort2671,noun,1,icecombo,positive,1,North Saami,converged,converged,14.389809471192791,ice
Oceanic languages,group,wamp1247,noun,1,coconutcombo,positive,1,Wampar,converged,converged,14.286758650702536,"coconut, cocoanut"
Oceanic languages,group,chek1238,"noun, verb",0,gardeningcombo,positive,1,Cheke Holo,converged,converged,14.21785684628809,"garden, gardening, gardener, floriculture"
Oceanic languages,group,ralu1237,noun,1,coconutcombo,positive,1,Raluana,converged,converged,14.171169225262735,"coconut, cocoanut"
Mayan,group,yuca1254,noun,1,corncombo,positive,1,Yucatec Maya,converged,converged,14.080884989013361,"corn, maize"
Oceanic languages,group,kwai1243,"noun, verb",0,gardeningcombo,positive,1,Kwaio,converged,converged,13.843017092189639,"garden, gardening, gardener, floriculture"
Oceanic,group,taku1257,noun,1,windcombo,positive,1,Takuu,converged,converged,13.670726688803029,wind
Aneityum,single,anei1239,noun,1,yamcombo,positive,1,Aneityum,converged,converged,13.629862239224709,yam
Asian,group,lisu1250,noun,1,ricecombo,positive,1,Lisu,converged,converged,13.585935325979897,rice
East and southeast asian,group,lisu1250,noun,1,ricecombo,positive,1,Lisu,converged,converged,13.585935325979897,rice
Asian,group,mara1382,noun,1,ricecombo,positive,1,Mara Chin,converged,converged,13.54486346575089,rice
East and southeast asian,group,mara1382,noun,1,ricecombo,positive,1,Mara Chin,converged,converged,13.54486346575089,rice
Oceanic languages,group,fiji1243,noun,1,coconutcombo,positive,1,Fijian,converged,converged,13.466214131334105,"coconut, cocoanut"
Asian,group,khas1269,noun,1,ricecombo,positive,1,Khasi,converged,converged,13.44891648568387,rice
Oceanic languages,group,geda1237,noun,1,coconutcombo,positive,1,Gedaged,converged,converged,13.430160634351832,"coconut, cocoanut"
Oceanic languages,group,surs1246,"noun, verb",0,gardeningcombo,positive,1,Sursurunga,converged,converged,13.372242475094717,"garden, gardening, gardener, floriculture"
Oceanic languages,group,naka1262,noun,1,coconutcombo,positive,1,Nakanai,converged,converged,13.347275731772745,"coconut, cocoanut"
Asian,group,lush1249,noun,1,ricecombo,positive,1,Mizo,converged,converged,13.16396642180488,rice
Oceanic languages,group,chek1238,noun,1,coconutcombo,positive,1,Cheke Holo,converged,converged,13.148747188530004,"coconut, cocoanut"
Polynesian,group,niue1239,noun,1,bananacombo,positive,1,Niuean,converged,converged,12.993086250948968,banana
Oceanic languages,group,kwai1243,noun,1,coconutcombo,positive,1,Kwaio,converged,converged,12.943329327418816,"coconut, cocoanut"
Arabic,group,anda1287,noun,1,honeycombo,positive,1,Andalusian Arabic,converged,converged,12.880309095885082,honey
Asian,group,sora1254,noun,1,ricecombo,positive,1,Sora,converged,converged,12.822317722563554,rice
Oceanic languages,group,anei1239,noun,1,coconutcombo,positive,1,Aneityum,converged,converged,12.821025680000218,"coconut, cocoanut"
Asian,group,kach1280,noun,1,ricecombo,positive,1,Southern Jinghpaw,converged,converged,12.735311962321816,rice
East and southeast asian,group,kach1280,noun,1,ricecombo,positive,1,Southern Jinghpaw,converged,converged,12.735311962321816,rice
Asian,group,lepc1244,noun,1,ricecombo,positive,1,Lepcha,converged,converged,12.720732486168714,rice
Arabic,group,anda1287,noun,1,camelcombo,positive,1,Andalusian Arabic,converged,converged,12.321914222571552,camel
Takuu,single,taku1257,noun,0,fishcombo,positive,1,Takuu,converged,converged,12.237283271411497,fish
Oceanic languages,group,gela1263,"noun, verb",0,gardeningcombo,positive,1,Gela,converged,converged,11.913481400129713,"garden, gardening, gardener, floriculture"
Oceanic languages,group,naka1262,"noun, verb",0,gardeningcombo,positive,1,Nakanai,converged,converged,11.821974492828426,"garden, gardening, gardener, floriculture"
Marshallese,single,mars1254,noun,0,fishcombo,positive,1,Marshallese,converged,converged,11.758707022741149,fish
Palauan,single,pala1344,noun,0,fishcombo,positive,1,Palauan,converged,converged,11.642883144557901,fish
Australian languages,group,wikm1247,noun,1,emuscombo,positive,1,Wik-Mungkan,converged,converged,11.493715517899252,emu
Oceanic languages,group,wamp1247,"noun, verb",0,gardeningcombo,positive,1,Wampar,converged,converged,11.251529884053465,"garden, gardening, gardener, floriculture"
Asian,group,tetu1245,noun,1,ricecombo,positive,1,Tetum,converged,converged,11.146851408595282,rice
East and southeast asian,group,tetu1245,noun,1,ricecombo,positive,1,Tetum,converged,converged,11.146851408595282,rice
Papua New Guinea,group,tele1256,noun,0,birdcombo,positive,1,Telefol,converged,converged,10.986038564126888,bird
Australian languages,group,ngaa1240,noun,1,chrysaliscombo,positive,1,Ngaanyatjarra,converged,converged,10.927796538190005,chrysalis
Yana,single,yana1271,noun,1,basketcombo,positive,1,Yana,converged,converged,10.904305043462593,"basket, handbasket"
Oceanic languages,group,tong1325,noun,1,coconutcombo,positive,1,Tonga,converged,converged,10.841233229663478,"coconut, cocoanut"
Polynesian,group,tiko1237,noun,1,bananacombo,positive,1,Tikopia,converged,converged,10.823116816015768,banana
Oceanic languages,group,paam1238,"noun, verb",0,gardeningcombo,positive,1,Paama,converged,converged,10.71112154268499,"garden, gardening, gardener, floriculture"
Arabic,group,anda1287,noun,1,horsecombo,positive,1,Andalusian Arabic,converged,converged,10.649632463003778,horse
Australian languages,group,wikm1247,noun,1,sandcombo,positive,1,Wik-Mungkan,converged,converged,10.62587715351865,sand
Oceanic languages,group,kosr1238,noun,1,coconutcombo,positive,1,Kosraean,converged,converged,10.581331817417636,"coconut, cocoanut"
Oceanic languages,group,fiji1243,"noun, verb",0,gardeningcombo,positive,1,Fijian,converged,converged,10.562856198067017,"garden, gardening, gardener, floriculture"
Thao,single,thao1240,noun,1,smellcombo,positive,1,Thao,converged,converged,10.494409794084707,"smell, odor, odour, aroma, scent, smelling"
Fijian,group,fiji1243,noun,0,fishcombo,positive,1,Fijian,converged,converged,10.288302611082091,fish
Papua New Guinea,group,tere1278,noun,0,birdcombo,positive,1,Terei,converged,converged,10.108322687795402,bird
Ponapean,single,pohn1238,noun,0,fishcombo,positive,1,Pohnpeian,converged,converged,10.022337252594502,fish
Oceanic,group,aros1241,noun,1,windcombo,positive,1,Arosi,converged,converged,9.808717690226858,wind
East and southeast asian,group,bata1298,noun,1,raincombo,positive,1,Batad Ifugao,converged,converged,9.751490870266943,"rain, rainfall, rainwater"
East and southeast asian,group,tbol1240,noun,1,raincombo,positive,1,Tboli,converged,converged,9.563353197146471,"rain, rainfall, rainwater"
Oceanic languages,group,yabe1254,"noun, verb",0,gardeningcombo,positive,1,Yabem,converged,converged,9.309083842490924,"garden, gardening, gardener, floriculture"
Asian,group,bada1257,noun,1,ricecombo,positive,1,Badaga,converged,converged,9.200950867887228,rice
Australian languages,group,pint1250,noun,1,sandcombo,positive,1,Pintupi-Luritja,converged,converged,9.078670036660105,sand
Oceanic,group,samo1305,noun,1,windcombo,positive,1,Samoan,converged,converged,8.944955953014745,wind
Oceanic languages,group,ayiw1239,"noun, verb",0,gardeningcombo,positive,1,Äiwoo,converged,converged,8.924798697778185,"garden, gardening, gardener, floriculture"
Polynesian,group,tahi1242,noun,1,tarocombo,positive,1,Tahitian,converged,converged,8.842815672058295,"taro, cocoyam, dasheen, eddo"
Tikopia,single,tiko1237,noun,0,fishcombo,positive,1,Tikopia,converged,converged,8.837826457777723,fish
Australian languages,group,nung1290,noun,1,sandcombo,positive,1,Wubuy,converged,converged,8.81595937605654,sand
Oceanic,group,yabe1254,noun,1,windcombo,positive,1,Yabem,converged,converged,8.734159097720859,wind
Oceanic,group,tiko1237,noun,1,windcombo,positive,1,Tikopia,converged,converged,8.679582166859042,wind
Oceanic,group,raro1241,noun,1,windcombo,positive,1,Southern Cook Island Maori,converged,converged,8.418162278556139,wind
Oceanic,group,urip1240,noun,1,windcombo,positive,1,Uripiv,converged,converged,8.38603234600645,wind
Kalam,single,kala1397,noun,0,insectscombo,positive,1,Kalam,converged,converged,8.361052094581828,insect
Oceanic,group,mars1254,noun,1,windcombo,positive,1,Marshallese,converged,converged,8.33348514172174,wind
Oceanic languages,group,samo1305,noun,1,coconutcombo,positive,1,Samoan,converged,converged,8.260219120971543,"coconut, cocoanut"
Wayan Fijian,single,fiji1243,noun,1,mollusccombo,positive,1,Fijian,converged,converged,8.240695077735667,"mollusk, mollusc, shellfish"
Eskimo-Aleut,group,aleu1260,noun,1,icecombo,positive,1,Aleut,converged,converged,8.166016754786888,ice
Asian,group,chan1310,noun,1,ricecombo,positive,1,Chantyal,converged,converged,8.110077387607484,rice
Australian languages,group,ngaa1240,noun,1,sandcombo,positive,1,Ngaanyatjarra,converged,converged,7.993162195620111,sand
Oceanic,group,toke1240,noun,1,windcombo,positive,1,Tokelau,converged,converged,7.948276158635156,wind
Arabic,group,anda1287,noun,1,swordcombo,positive,1,Andalusian Arabic,converged,converged,7.865344596857735,sword
East and southeast asian,group,casi1235,noun,0,fishcombo,positive,1,Casiguran-Nagtipunan Agta,converged,converged,7.82762883732394,fish
East and southeast asian,group,temi1246,noun,0,insectscombo,positive,1,Temiar,converged,converged,7.640154715334719,insect
Arosi,single,aros1241,noun,0,fishcombo,positive,1,Arosi,converged,converged,7.624368266995847,fish
East and southeast asian,group,muna1247,noun,1,raincombo,positive,1,Muna,converged,converged,7.59760056892666,"rain, rainfall, rainwater"
Australian languages,group,yiry1245,noun,1,sandcombo,positive,1,Yir-Yoront,converged,converged,7.501698028847622,sand
Gela,single,gela1263,noun,0,fishcombo,positive,1,Gela,converged,converged,7.497762079755733,fish
Oceanic languages,group,taku1257,"noun, verb",0,gardeningcombo,positive,1,Takuu,converged,converged,7.475679634657284,"garden, gardening, gardener, floriculture"
Oceanic,group,fiji1243,noun,1,windcombo,positive,1,Fijian,converged,converged,7.420425552133864,wind
Polynesian,group,taku1257,noun,1,bananacombo,positive,1,Takuu,converged,converged,7.401849875084328,banana
Australian languages,group,ngal1292,noun,1,sandcombo,positive,1,Ngalkbun,converged,converged,7.379226354290131,sand
East and southeast asian,group,kosa1249,noun,1,raincombo,positive,1,Kosarek Yale,converged,converged,7.328370794590269,"rain, rainfall, rainwater"
Asian,group,chep1245,noun,1,ricecombo,positive,1,Chepang,converged,converged,7.258737610533575,rice
Arosi,single,aros1241,noun,0,treecombo,positive,1,Arosi,converged,converged,7.206112770482701,tree
Oceanic languages,group,anei1239,"noun, verb",0,gardeningcombo,positive,1,Aneityum,converged,converged,7.107006909085247,"garden, gardening, gardener, floriculture"
Oceanic languages,group,surs1246,"noun, verb",0,buildingcombo,positive,1,Sursurunga,converged,converged,6.990284319215086,"build, construct, building, construction, dwelling, house"
Polynesian,group,tong1325,noun,1,bananacombo,positive,1,Tonga,converged,converged,6.957527546834462,banana
East and southeast asian,group,muna1247,noun,0,fishcombo,positive,1,Muna,converged,converged,6.916950604886154,fish
Asian,group,sema1266,noun,1,ricecombo,positive,1,Semai,converged,converged,6.873761413034009,rice
East and southeast asian,group,sema1266,noun,1,ricecombo,positive,1,Semai,converged,converged,6.873761413034009,rice
Oceanic,group,rotu1241,noun,1,windcombo,positive,1,Rotuman,converged,converged,6.739343233074334,wind
East and southeast asian,group,chan1313,noun,0,insectscombo,positive,1,Chang Naga,converged,converged,6.724957358777228,insect
Australian languages,group,yank1247,noun,1,sandcombo,positive,1,Yankunytjatjara,converged,converged,6.688843575754035,sand
Niuean,single,niue1239,noun,0,fishcombo,positive,1,Niuean,converged,converged,6.58150716373829,fish
Rarotongan,single,raro1241,noun,0,fishcombo,positive,1,Southern Cook Island Maori,converged,converged,6.5541564517026085,fish
Arabic,group,anda1287,noun,1,lioncombo,positive,1,Andalusian Arabic,converged,converged,6.539792505670941,lion
Oceanic languages,group,vure1239,"noun, verb",0,gardeningcombo,positive,1,Vurës,converged,converged,6.481119303587091,"garden, gardening, gardener, floriculture"
Carolinian,single,caro1242,noun,0,fishcombo,positive,1,Carolinian,converged,converged,6.425056644011058,fish
To'abaita,single,toab1237,noun,0,treecombo,positive,1,To'abaita,converged,converged,6.4109328976095235,tree
Australian languages,group,yiry1245,noun,1,starscombo,positive,1,Yir-Yoront,converged,converged,6.3573588208270655,star
Oceanic,group,pulu1242,noun,1,windcombo,positive,1,Puluwatese,converged,converged,6.332756920919893,wind
Oceanic,group,chuu1238,noun,1,windcombo,positive,1,Chuukese,converged,converged,6.265991413137406,wind
East and southeast asian,group,yaka1277,noun,0,fishcombo,positive,1,Yakan,converged,converged,6.109763761684075,fish
To'abaita,single,toab1237,noun,0,fishcombo,positive,1,To'abaita,converged,converged,6.103183297180964,fish
Polynesian,group,tuva1244,noun,1,tarocombo,positive,1,Tuvalu,converged,converged,6.080643421191202,"taro, cocoyam, dasheen, eddo"
East and southeast asian,group,besi1244,noun,0,fishcombo,positive,1,Besisi,converged,converged,6.031978663508313,fish
East and southeast asian,group,yaka1277,noun,1,raincombo,positive,1,Yakan,converged,converged,6.020488313167716,"rain, rainfall, rainwater"
Australian languages,group,mara1385,noun,1,emuscombo,positive,1,Marra,converged,converged,6.0077487141983505,emu
Australian languages,group,mudb1240,noun,1,sandcombo,positive,1,Mudburra,converged,converged,6.000439103795161,sand
!Xóõ,single,huaa1248,noun,1,smellcombo,positive,1,East Taa,converged,converged,5.927910000557319,"smell, odor, odour, aroma, scent, smelling"
Cheke Holo,single,chek1238,noun,0,treecombo,positive,1,Cheke Holo,converged,converged,5.9099342713275345,tree
Polynesian,group,toke1240,noun,1,tarocombo,positive,1,Tokelau,converged,converged,5.887784823789906,"taro, cocoyam, dasheen, eddo"
Australian languages,group,warl1254,noun,1,starscombo,positive,1,Warlpiri,converged,converged,5.732383668834172,star
Polynesian,group,tahi1242,noun,1,bananacombo,positive,1,Tahitian,converged,converged,5.67359837934339,banana
East and southeast asian,group,biat1246,noun,0,fishcombo,positive,1,Biatah Bidayuh,converged,converged,5.515910270714843,fish
East and southeast asian,group,cent2292,noun,1,raincombo,positive,1,Central Bontoc,converged,converged,5.484176964527219,"rain, rainfall, rainwater"
Asian,group,tang1336,noun,1,ricecombo,positive,1,East-Central Tangkhul Naga,converged,converged,5.459894556566951,rice
Oceanic,group,tong1325,noun,1,windcombo,positive,1,Tonga,converged,converged,5.451680117425629,wind
East and southeast asian,group,iban1264,noun,1,raincombo,positive,1,Iban,converged,converged,5.4088067824287345,"rain, rainfall, rainwater"
Australian languages,group,thay1249,noun,1,emuscombo,positive,1,Thayore,converged,converged,5.403281468262692,emu
Oceanic,group,gela1263,noun,1,windcombo,positive,1,Gela,converged,converged,5.349356165829237,wind
Papua New Guinea,group,yaga1260,noun,0,birdcombo,positive,1,Yagaria,converged,converged,5.300379822704348,bird
Papua New Guinea,group,yabe1254,noun,0,birdcombo,positive,1,Yabem,converged,converged,5.280332108428191,bird
Oceanic,group,geda1237,noun,1,windcombo,positive,1,Gedaged,converged,converged,5.241190549130912,wind
