id,year,title,enumeration,imprint,autolangname,autogcode,dictlangname,gcode,duplicate,newlangname,newlangnamelink,delete,review_flag
uiug.30112124480465,1969,A Burmese-English dictionary / comp. by J. A. Stewart and C. W. Dunn. Pt. 5 amḥ - asāḥ.,v.4,"Luzac, 1969.",Burmese,nucl1310,,,,,,,
mdp.39015046004522,9999,"A Burmese-English dictionary; compiled by J. A. Stewart and C. W. Dunn, from material supplied by a large number of contributors.",pt.1,Published under the auspices of the University of Rangoon [by Luzac] 1940-,Burmese,nucl1310,,,,,,,
mdp.39015046004514,9999,"A Burmese-English dictionary; compiled by J. A. Stewart and C. W. Dunn, from material supplied by a large number of contributors.",pt.2,Published under the auspices of the University of Rangoon [by Luzac] 1940-,Burmese,nucl1310,,,,,,,
mdp.39015046004506,9999,"A Burmese-English dictionary; compiled by J. A. Stewart and C. W. Dunn, from material supplied by a large number of contributors.",pt.3,Published under the auspices of the University of Rangoon [by Luzac] 1940-,Burmese,nucl1310,,,,,,,
mdp.39015046003896,9999,"A Burmese-English dictionary; compiled by J. A. Stewart and C. W. Dunn, from material supplied by a large number of contributors.",pt.4,Published under the auspices of the University of Rangoon [by Luzac] 1940-,Burmese,nucl1310,,,,,,,
mdp.39015046003888,9999,"A Burmese-English dictionary; compiled by J. A. Stewart and C. W. Dunn, from material supplied by a large number of contributors.",pt.5,Published under the auspices of the University of Rangoon [by Luzac] 1940-,Burmese,nucl1310,,,,,,,
mdp.39015046003870,9999,"A Burmese-English dictionary; compiled by J. A. Stewart and C. W. Dunn, from material supplied by a large number of contributors.",pt.6,Published under the auspices of the University of Rangoon [by Luzac] 1940-,Burmese,nucl1310,,,,,,,
uc1.32106020438492,9999,"A Burmese-English dictionary; compiled by J. A. Stewart and C. W. Dunn, from material supplied by a large number of contributors.",v.1,Published under the auspices of the University of Rangoon [by Luzac] 1940-,Burmese,nucl1310,,,,,,,
uc1.32106020438500,9999,"A Burmese-English dictionary; compiled by J. A. Stewart and C. W. Dunn, from material supplied by a large number of contributors.",v.2,Published under the auspices of the University of Rangoon [by Luzac] 1940-,Burmese,nucl1310,,,,,,,
uc1.32106020438518,9999,"A Burmese-English dictionary; compiled by J. A. Stewart and C. W. Dunn, from material supplied by a large number of contributors.",v.3,Published under the auspices of the University of Rangoon [by Luzac] 1940-,Burmese,nucl1310,,,,,,,
uc1.32106020438526,9999,"A Burmese-English dictionary; compiled by J. A. Stewart and C. W. Dunn, from material supplied by a large number of contributors.",v.4,Published under the auspices of the University of Rangoon [by Luzac] 1940-,Burmese,nucl1310,,,,,,,
uc1.32106020438534,9999,"A Burmese-English dictionary; compiled by J. A. Stewart and C. W. Dunn, from material supplied by a large number of contributors.",v.5,Published under the auspices of the University of Rangoon [by Luzac] 1940-,Burmese,nucl1310,,,,,,,
uc1.32106020438542,9999,"A Burmese-English dictionary; compiled by J. A. Stewart and C. W. Dunn, from material supplied by a large number of contributors.",v.6,Published under the auspices of the University of Rangoon [by Luzac] 1940-,Burmese,nucl1310,,,,,,,
inu.30000054513407,1995,"Abwaan Cusub oo Af-Soomaali iyo Af-Ingiriisiya = A modern Somali-English dictionary / Abdirahman A. Farah ""Barwaaqo.""",NA,"A.A. Farah, c1995.",Somali,soma1255,,,,,,,
mdp.39015071199619,1907,A Cheap and concise dictionary of the Ojibway and English languages / compiled and abridged from larger editions by English and French authors.,pt.1,"International Colportage Mission, 1903-1907.",Ojibwa,ojib1241,,,,,,,
mdp.39015071199627,1907,A Cheap and concise dictionary of the Ojibway and English languages / compiled and abridged from larger editions by English and French authors.,pt.2,"International Colportage Mission, 1903-1907.",Ojibwa,ojib1241,,,,,,,
njp.32101074870658,1912,"A cheap and concise dictionary of the Ojibway and English languages, compiled for the use of the Ojibway Indians ...",NA,"Internat. Colportage Mission, 1907-12.",Ojibwa,ojib1241,,,,,,,
uiuo.ark:/13960/t3hx7f793,1912,A cheap and concise dictionary ... Ojibway Indian language ... compiled and abridged from larger editions by English and French authors.,pt.2,"International colportage mission, 1907-1912.",Ojibwa,ojib1241,,,,,,,
uc2.ark:/13960/t6sx6kj0c,1907,A Chinese and English dictionary : arranged according to radicals and sub-radicals / by P. Poletti.,NA,"Printed at the American Presbyterian Mission Press, 1907.",Chi,chii1238,,,,,,,
uc1.$b76973,1896,"A Chinese and English dictionary, arranged according to radicals and sub-radicals / comp. ... by P. Poletti.",NA,"Printed at the American Presbyterian mission press, 1896.",Chi,chii1238,,,,,,,
chi.085875236,1905,"A Chinese and English dictionary : arranged according to radicals and sub-radicals. Containing 12,650 Chinese characters with the pronunciation in the Peking dialect according to Sir Thomas Wade's system, and the pronunciation in the general language of China in Dr. Williams' spelling. By P. Poletti.",NA,"Printed at the American Presbyterian Mission Press, 1905.",Chi,chii1238,,,,,,,
hvd.32044036315430,1874,A Chinese and English pocket dictionary.,NA,"Kelly & co.; [etc., etc.] 1874.",Chi,chii1238,,,,,,,
hvd.32044086540077,1877,A Chinese dictionary in the Cantonese dialect.,NA,"Trübner and Co.; Lane, Crawford & Co., 1877.",Cantonese,cant1236,,,,,,,
uc1.b000994954,1911,"A Chinese dictionary in the Cantonese dialect, by Dr. Ernest John Eitel;",v. 1,"Kelly & Walsh, limited, 1910-11.",Cantonese,cant1236,,,,,,,
uc1.b000994953,1911,"A Chinese dictionary in the Cantonese dialect, by Dr. Ernest John Eitel;",v. 2,"Kelly & Walsh, limited, 1910-11.",Cantonese,cant1236,,,,,,,
mdp.39015086589044,1892,A Chinese-English dictionary.,NA,"B. Quaritch, 1892.",Chi,chii1238,,,,,,,
umn.319510010278551,1964,A Chinese-English dictionary.,v. 1,"Paragon Book Reprint Corp., 1964.",Chi,chii1238,,,,,,,
umn.31951001027856z,1964,A Chinese-English dictionary.,v. 2,"Paragon Book Reprint Corp., 1964.",Chi,chii1238,,,,,,,
osu.32435058619396,1978,A Chinese-English dictionary / by Herbert A. Giles.,NA,"Chʻeng Wen Pub. Co., 1978.",Chi,chii1238,,,,,,,
osu.32435050593094,1912,A Chinese-English dictionary / by Herbert A. Giles.,V1,"Kelly & Walsh ; B. Quaritch, [1909]-1912.",Chi,chii1238,,,,,,,
mdp.35112105105318,1912,"A Chinese-English dictionary, by Herbert A. Giles",v. 1,"Kelly & Walsh, limited ; B. Quaritch, 1912",Chi,chii1238,,,,,,,
uc1.$c135241,1912,A Chinese-English dictionary / by Herbert A. Giles.,v. 2,"Kelly & Walsh, Lmtd., 1912.",Chi,chii1238,,,,,,,
uc1.$c135242,1912,A Chinese-English dictionary / by Herbert A. Giles.,v. 3,"Kelly & Walsh, Lmtd., 1912.",Chi,chii1238,,,,,,,
uc1.$c135243,1912,A Chinese-English dictionary / by Herbert A. Giles.,v. 4,"Kelly & Walsh, Lmtd., 1912.",Chi,chii1238,,,,,,,
nnc1.cu15915123,1912,A Chinese-English Dictionary / by Herbert A. Giles.,v.1,"B. Quaritch, 1912.",Chi,chii1238,,,,,,,
mdp.39015086589036,1912,A Chinese-English dictionary / by Herbert A. Giles.,v.1 A-L,"Kelly & Walsh, 1912.",Chi,chii1238,,,,,,,
mdp.39015086589028,1912,A Chinese-English dictionary / by Herbert A. Giles.,v.2,"Kelly & Walsh, 1912.",Chi,chii1238,,,,,,,
coo.31924071170090,1912,A Chinese-English dictionary / by Herbert A. Giles.,v.3,"Kelly & Walsh ; B. Quaritch, [1909]-1912.",Chi,chii1238,,,,,,,
mdp.39015066421978,1970,"A Chinese-English dictionary. : Hakka-dialect as spoken in Kwang-tung province / Prepared by D. Maciver, M.A. Revised by M.C. Mackenzie.,客英大字典. Hakka-dialect as spoken in Kwang-tung province. Prepared by D. Maciver, M.A. Revised by M.C. Mackenzie.",NA,"[Ku-tʻing Book Store], [1970], [古亭書屋] [1970]",Kwang,kwan1285,,,,,,,
uc1.$c135247,1973,"A Chinese-English dictionary in the Cantonese dialect, by Ernest John Eitel.",NA,"Kelly & Walsh, 1910-11.",Cantonese,cant1236,,,,,,,
coo.31924008818977,1973,"A Chinese-English dictionary in the Cantonese dialect, by Ernest John Eitel.",v.1,"Kelly & Walsh, 1910-11.",Cantonese,cant1236,,,,,,,
coo.31924063507309,1973,"A Chinese-English dictionary in the Cantonese dialect, by Ernest John Eitel.",v.2,"Kelly & Walsh, 1910-11.",Cantonese,cant1236,,,,,,,
coo.31924063507317,1973,"A Chinese-English dictionary in the Cantonese dialect, by Ernest John Eitel.",v.3,"Kelly & Walsh, 1910-11.",Cantonese,cant1236,,,,,,,
mdp.39015056220158,2001,A Chinese-English dictionary in the Cantonese dialect / Ernest John Eitel ; with an introduction by Kingsley Bolton.,v.1,"Ganesha, 2001.",Cantonese,cant1236,,,,,,,
mdp.39015056220141,2001,A Chinese-English dictionary in the Cantonese dialect / Ernest John Eitel ; with an introduction by Kingsley Bolton.,v.2,"Ganesha, 2001.",Cantonese,cant1236,,,,,,,
mdp.39015040030879,1991,"A Chinese-English dictionary of the Wu dialect : featuring the dialect of the city of Shanghai / [Thomas Creamer, editor in chief ... [et al.].",NA,"Dunwoody Press, 1991.",Shang,shan1278,,,,,,,
hvd.32044100017367,1828,A companion to Johnson's Dictionary in English and Bengalee. To which is prefixed an introduction to the Bengalee language. Adapted for the use of both native and European students. Vol. II. By John Mendies ...,v.2,"Printed at the Serampore press, 1828.",Benga,beng1282,,,,,,,
umn.31951001573674w,1931,"A comparative and etymological dictionary of the Nepali language,",NA,"K. Paul, Trench, Trubner & co., ltd., 1931.",Nepali,nepa1254,,,,,,,
umn.31951001769610k,1965,"A comparative and etymological dictionary of the Nepali language. With indexes of all words quoted from other Indo-Aryan languages, compiled by Dorothy Rivers Turner.",NA,Routledge & K. Paul [1965],Indo-Aryan,indo1321,,,,,,,
uva.x001255857,1986,"A comparative dictionary of Orokolo, Gulf of Papua / by Herbert A. Brown ; with line illustrations by the author.",NA,"Dept. of Linguistics, Research School of Pacific Studies, Australian National University, 1986.",Orokolo,orok1267,,,,,,,
mdp.39015023996708,1981,A comparative dictionary of Tagalog / by Franz Carl Alter ; translated by Marlies Spiecker-Salazar ; edited by Ernesto Constantino.,NA,"Cecilio Lopez Archives of Philippine Languages, 1981.",Tagalog,taga1270,,,,,,,
hvd.hx6hct,1889,"A Comparative dictionary of the Bihārī language, compiled by A. F. Rudolf Hoernle and George A. Grierson.",NA,"Bengal Secretariat Press; sold by Trübner, London, 1885-1889.",Bih,biha1246,,,,,,,
hvd.hwjlh5,1830,"A comparative dictionary of the German and English languages, arranged, on a new system, for the purpose of facilitating the student in the acquirement of the German tongue, by H. Berthold ...",NA,"W. Joy, 1830.",German,stan1295,,,,,,,
uc1.c083960613,1920,A comparative dictionary of the Pwo-Karen dialect : English-Pwo-Karen / compiled by W.C.B. Purser and Saya Tun Aung.,NA,"American Baptist Mission Press, 1920.",Karen,bila1257,,,,,,,
uva.x000077475,1979,A comparative dictionary of the Tahitian language : Tahitian-English with an English-Tahitian finding list / by Edmund Andrews and Irene D. Andrews.,NA,"AMS Press, 1979.",Tahitian,tahi1242,,,,,,,
mdp.39015075979644,1944,A comparative dictionary of the Tahitian language : Tahitian-English with an English-Tahitian finding list / by Edmund Andrews and Irene D. Andrews.,v.6 1944,"The Chicago Academy of Sciences, 1944.",Tahitian,tahi1242,,,,,,,
nyp.33433070242890,1874,A compendious dictionary of the French language. (French-English - English-French),NA,"Macmillan and Co., 1874.",French,stan1290,,,,,,,
hvd.hwsi9b,1874,"A compendious dictionary of the French language (French, English:- English-French). Followed by a list of the principal diverging derivations, and preceded by chronological and historical tables.",NA,1874,French,stan1290,,,,,,,
loc.ark:/13960/t5m91fc2h,1805,A compendious dictionary of the Latin tongue:,NA,"Printed by C. Stewart, 1805.",Latin,lati1261,,,,,,,
hvd.hw2qek,1805,A compendious dictionary of the Latin tongue : for the use of public seminaries and private students / by Alexander Adam.,NA,"Printed for T. Cadell and W. Davies, by C. Stewart ; London ; Bell and Bradfute, W. Creech etc., 1805.",Latin,lati1261,,,,,,,
loc.ark:/13960/t42r5361d,1814,A compendious dictionary of the Latin tongue : for the use of schools / by Alexander Adam.,NA,"Printed by C. Stewart, 1814.",Latin,lati1261,,,,,,,
uva.x004349906,1998,A compendious English Tamil dictionary : a handbook of the Tamil language / G.U. Pope.,NA,"Asian Educational Services, 1998.",Tamil,tami1289,,,,,,,
mdp.39015019084147,1877,"A compendious German and English dictionary,",NA,H. Holt and company [etc.] [1877],German,stan1295,,,,,,,
coo1.ark:/13960/t23b6kx7h,1882,"A compendious German and English dictionary : German-English, English-German : with notation of correspondences and brief etymologies / by William Dwight Whitney, assisted by August Hjalmar Edgren.",NA,"Macmillan, 1882.",German,stan1295,,,,,,,
uc1.c042147711,1915,"A compendious German and English dictionary, with notation of correspondences and brief etymologies, by William Dwight Whitney, assisted by August Hjalmar Edgren.",NA,H. Holt c1915.,German,stan1295,,,,,,,
mdp.39015024568324,1830,"A compendious grammar of the Egyptian language as contained in the Coptic and Sahidic dialects: with observations on the Bashmurie: together with alphabets and numerals in the hieroglyphic and enchorial characters ... by the Rev. Henry Tattam ... With an appendix, consisting of the rudiments of a dictionary of the ancient Egyptian language in the enchorial character: by Thomas Young ...",NA,"J. and A. Arch, 1830.",Egyptian:Egyptian (Ancient),egyp1245:egyp1246,,,,,,,
mdp.39015066440648,1903,"A compendious Syriac dictionary, founded upon the Thesaurus syriacus of R.Payne Smith, D. D., edited by J. Payne Smith (Mrs. Margoliouth)",NA,"The Clarendon Press, 1903.",The,thee1240,,,,,,,
uc1.l0079145322,1994,A compendious Syriac dictionary : founded upon the Thesaurus Syriacus of R. Payne Smith / edited by J. Payne Smith.,NA,"Clarendon Press, 1994.",The,thee1240,,,,,,,
uc1.32106001616322,1967,A compendious Syriac dictionary founded upon the Thesaurus syriacus of R. Payne Smith. Edited by J. Payne Smith (Mrs. Margoliouth),NA,Clarendon Press [1967],The,thee1240,,,,,,,
uc1.c040941012,1890,"A compendium of Molesworth's Marathi and English dictionary, by Baba Padmanji.",NA,"Education Society's Press, 1890.",Marathi,mara1378,,,,,,,
mdp.39015014855962,1802,"A compleat English-German, German-English dictionary : Vollständiges Englisch-Deutsches und Deutsch-Englisches Lexicon.",v.1,"J. J. Palm, 1802.",German,stan1295,,,,,,,
mdp.39015014855970,1802,"A compleat English-German, German-English dictionary : Vollständiges Englisch-Deutsches und Deutsch-Englisches Lexicon.",v.2,"J. J. Palm, 1802.",German,stan1295,,,,,,,
coo.31924014111862,1925,A complete Chinese-English dictionary.,NA,"Republican Press, 1925.",Chi,chii1238,,,,,,,
uc1.l0085268639,1937,A complete Chinese-English dictionary / by O. Z. Tsang.,NA,"Republican Press, 1929.",Tsang,gtsa1238,,,,,,,
hvd.hxnx4d,1851,"A complete dictionary English and Polish and Polish and English, comp. from the dictionaries of Johnson, Webster, Walker, Fleming and Tibbins, etc. from the Polish lexicon of Linde and the Polish German dictionary of Mrongovius ...",v.2,"B. Behr; Barthès and Lowell; [etc., etc.] 1849-51.",Polish,poli1260,,,,,,,
umn.31951p00720949o,1900,"A complete dictionary of the Avesta language, in Guzerati and English.",NA,"Printed at the Education Society's Steam Press, 1900.",NA,NA,,,,,,,
mdp.39015069199316,2003,"A complete dictionary of the Avesta language, in Guzerati and English / Kavasji Edalji Kanga.",NA,"K.R. Cama Oriental Institute, 2003.",Kanga,kang1288,,,,,,,
hvd.hwsh8t,1847,A complete dictionary of the English and German and German and English languages ...,2,"Liebeskind, 1847.",German,stan1295,,,,,,,
hvd.hwjlfm,1830,A complete dictionary of the English and German and German and English languages : containing all the words in general use.,v.2,"A.G. Liebeskind, 1830.",German,stan1295,,,,,,,
uc1.32106020066517,1838,"A complete dictionary of the English and German, and German and English languages. v.1. English and German compiled by J.G. Flugel (v.2. German and English..by J. Sporschil).",v.1,1838,German,stan1295,,,,,,,
loc.ark:/13960/t8hd9264n,1843,"A complete English-Latin and Latin-English dictionary,",NA,"Longman, Brown, Green, and Longmans [etc.] 1843.",Latin,lati1261,,,,,,,
hvd.hwsfxr,1871,A complete English-Latin and Latin-English dictionary. Chiefly from the German New ed.,NA,1870-71.,German,stan1295,,,,,,,
hvd.hwmjz8,1846,A complete Hebrew and English critical and pronouncing dictionary.,NA,[s.n.] 1846.,NA,NA,,,,,,,
nyp.33433106916889,9999,A Complete Hebrew-English pocket dictionary to the Old Testament. Compiled by Karl Feyerabend.,---,Langenscheidtsche Verlagsbuchhandlung [n.d.],NA,NA,,,,,,,
mdp.39015008507728,1931,A complete Hebrew-English pocket-dictionary to the Old Testament / compiled by Karl Feyerabend.,NA,"Lagenscheidt, [1931?]",NA,NA,,,,,,,
uc1.$b406435,1905,"A complete Hebrew-English pocket-dictionary to the Old Testament, compiled by Prof. Karl Feyerabend.",NA,"G. Langenscheidt; International News Company; [etc., etc., 1905]",NA,NA,,,,,,,
uc1.31378007584249,1903,A complete Latin-English and English-Latin dictionary for the use of junior students.,NA,"Longmans, Green, 1903.",Latin,lati1261,,,,,,,
uc1.31158001453603,1836,"A complete Latin-English dictionary, for the use of colleges and schools: chiefly from the German. By the Rev. J.E. Riddle ...",NA,"Longman, Brown, Green, and Longmans [etc.], 1836.",German,stan1295,,,,,,,
uc2.ark:/13960/t9m33309m,1814,A complete pocket dictionary of the English and German languages / by W. Render.,NA,"Sherwood, Neely, and Jones, 1814.",German,stan1295,,,,,,,
uva.x002400149,1892,A complete pronouncing dictionary of the English and Bohemian languages for general use.,NA,"Nákladem a tiskem ""Slavie"" [c1892]",NA,NA,,,,,,,
pst.000016066168,1941,A complete pronouncing dictionary of the English and Bohemian languages for general use / by Charles Jonas ...,v.1,"Caspar Krueger Dory co., 1941].",Cha',chaa1238,,,,,,,
uva.x001168071,1949,"A complete pronouncing dictionary of the English and Bohemian languages for general use, by Charles Jonas. Úplný slovník anglicko-českýpro obecnou potřebu. S dokonalou anglickou výslovností. Sepsal Karel Jonáš.",NA,"F. Pancner, 1949]",Kare (Papua New Guinea):Kare (Central African Republic),kare1341:kare1338,,,,,,,
chi.104854444,1896,"A complete pronouncing dictionary of the English and Bohemian languages, for general use. Úplný slovník anglicko-český pro obecnou potřebu. S dokonalou anglickou výslovností.",c.1 v.1 1892,c.1892-1896.,NA,NA,,,,,,,
uc1.$b602376,1919,"A complete pronouncing dictionary of the English and Slovene languages for general use, by F.J. Kern = Popoln angleško-slovenski besednjak z angleško izgovarjavo, spisal F.J. Kern.",NA,Tisk Ameriške domovine [c1919],NA,NA,,,,,,,
uc1.$b639758,1908,A comprehensive Anglo-Siamese dictionary.,v.1,"Bangkolem press, 1899-1908.",Siamese,siam1241,,,,,,,
uc1.$b639759,1908,A comprehensive Anglo-Siamese dictionary.,v.2,"Bangkolem press, 1899-1908.",Siamese,siam1241,,,,,,,
uc1.$b639760,1908,A comprehensive Anglo-Siamese dictionary.,v.3,"Bangkolem press, 1899-1908.",Siamese,siam1241,,,,,,,
uc1.$b639761,1908,A comprehensive Anglo-Siamese dictionary.,v.4,"Bangkolem press, 1899-1908.",Siamese,siam1241,,,,,,,
uc1.$b639762,1908,A comprehensive Anglo-Siamese dictionary.,v.5,"Bangkolem press, 1899-1908.",Siamese,siam1241,,,,,,,
njp.32101073304105,1908,A comprehensive Anglo-Siamese dictionary.,vol.4,"Bangkolem press, 1899-1908.",Siamese,siam1241,,,,,,,
njp.32101073304113,1908,A comprehensive Anglo-Siamese dictionary.,vol.5,"Bangkolem press, 1899-1908.",Siamese,siam1241,,,,,,,
mdp.39015055152618,1937,A comprehensive Bengali and English dictionary.,NA,1937,Bengali,beng1280,,,,,,,
mdp.39015013975803,1950,"A comprehensive dictionary, Armenian-English.",NA,Sahag-Mesrob Press [pref. 1950],NA,NA,,,,,,,
uc2.ark:/13960/t4bp02d3j,1870,"A comprehensive dictionary, English and Marathi.",NA,"Printed at the Education Society's Press, 1870.",Marathi,mara1378,,,,,,,
mdp.39015046459825,1961,"A comprehensive dictionary, English-Armenian, by Mesrob G. Kouyoumdjian.",NA,Sahag-Mesrob Press [1961],Kou,sins1241,,,,,,,
mdp.39015069452590,1923,"A comprehensive English-Oriya dictionary, by J.G. Pike and Gordon S. Wilkins.",v.1,"Orissa Mission Press, 1916-1923.",Gor,gorr1238,,,,,,,
