glottocode,language,iso,population,year,source,reference,comment
cent2131,Central Tarahumara,tar,55000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
chad1249,Chadian Arabic,shu,1076000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
cham1312,Chamorro,cha,76700,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
chan1313,Chang Naga,nbc,60900,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
chan1310,Chantyal,chx,2000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
chek1238,Cheke Holo,mrn,10800,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
chep1245,Chepang,cdm,36800,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
cher1273,Cherokee,chr,16400,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
chey1247,Cheyenne,chy,1720,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
chip1241,Chippewa,ciw,5000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
choc1276,Choctaw,cho,11400,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
chuu1238,Chuukese,chk,45900,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
cent2087,Coastal-Naga Bikol,bcl,2500000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
coma1245,Comanche,com,200,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
corn1251,Cornish,cor,468425,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
cree1270,Creek,mus,4300,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
czec1258,Czech,ces,9282000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
port1286,Daakie,ptv,1300,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
dagb1246,Dagbani,dag,800000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
daka1243,Dakaka,bpa,1200,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
dako1258,Dakota,dak,19280,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
dani1285,Danish,dan,5471000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
dehu1237,Dehu,dhv,11300,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
tana1289,Dena'ina,tfn,75,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
dhal1245,Dhalandji,dhl,20,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
dhar1247,Dhargari,dhr,6,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
didi1258,Didinga,did,60000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
dima1251,Dimasa,dis,106000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
diri1252,Diriku-Shambyu,diu,36200,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
djin1253,Djinang,dji,120,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
doro1266,Doromu-Koki,kqc,1500,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
dutc1256,Dutch,nld,21220000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
dzon1239,Dzongkha,dzo,160300,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
east2387,East Limba,lma,4600,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
huaa1248,East Taa,nmn,4200,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
tang1336,East-Central Tangkhul Naga,nmf,125000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
nucl1235,Eastern Armenian,hye,4684400,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
east2304,Eastern Balochi,bgp,1800000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
east2534,Eastern Canadian Inuktitut,ike,14000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
east2333,Eastern Mnong,mng,30000,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
east2542,Eastern Ojibwa,ojg,25900,2009,ethnologue,"Amano, T., Sandel, B., Eager, H., Bulteau, E., Svenning, J. C., Dalsgaard, B., ... & Sutherland, W. J. (2014). Global distribution and drivers of language extinction risk. Proceedings of the Royal Society B: Biological Sciences, 281(1793), 20141574.",year is the publication year of 16th edition of Ethnologue
